date,RS,US
28/01/2020,51.91,12.38
29/01/2020,51.54,12.21
30/01/2020,51.28,12.03
31/01/2020,51.16,11.94
03/02/2020,50.86,11.97
04/02/2020,50.07,11.76
05/02/2020,50.17,11.82
06/02/2020,50.13,11.72
07/02/2020,50.71,11.74
10/02/2020,50.88,11.76
11/02/2020,51.11,11.81
12/02/2020,51.63,11.88
13/02/2020,51.80,11.92
14/02/2020,52.13,12.12
17/02/2020,52.27,12.08
18/02/2020,52.25,11.99
19/02/2020,52.42,12.00
20/02/2020,52.27,11.92
21/02/2020,52.32,11.92
26/02/2020,52.87,11.91
27/02/2020,53.30,11.92
28/02/2020,53.25,11.85
02/03/2020,53.55,11.94
03/03/2020,53.81,11.93
04/03/2020,54.18,11.83
05/03/2020,54.69,11.77
06/03/2020,55.30,11.95
09/03/2020,55.55,11.71
10/03/2020,55.83,12.02
11/03/2020,56.77,11.99
12/03/2020,57.59,11.95
13/03/2020,57.58,11.87
16/03/2020,58.16,11.56
17/03/2020,58.41,11.68
18/03/2020,57.75,11.05
19/03/2020,58.27,11.43
20/03/2020,59.04,11.69
23/03/2020,58.62,11.41
24/03/2020,59.55,11.69
25/03/2020,59.49,11.87
26/03/2020,59.21,11.83
27/03/2020,59.50,11.76
30/03/2020,60.08,11.61
31/03/2020,60.14,11.57
01/04/2020,59.33,11.28
02/04/2020,58.87,11.18
03/04/2020,58.49,11.00
06/04/2020,57.83,10.91
07/04/2020,57.47,11.02
08/04/2020,56.46,10.96
09/04/2020,56.41,11.06
13/04/2020,56.19,10.85
14/04/2020,53.79,10.37
15/04/2020,52.20,9.97
16/04/2020,52.02,9.89
17/04/2020,51.55,9.83
20/04/2020,50.74,9.56
22/04/2020,48.65,9.00
23/04/2020,48.18,8.75
24/04/2020,47.60,8.39
27/04/2020,47.96,8.40
28/04/2020,47.94,8.72
29/04/2020,48.38,9.03
30/04/2020,48.35,8.88
04/05/2020,48.83,8.82
05/05/2020,48.78,8.71
06/05/2020,49.25,8.64
07/05/2020,49.91,8.52
08/05/2020,49.76,8.66
11/05/2020,50.01,8.57
12/05/2020,50.11,8.55
13/05/2020,50.91,8.61
14/05/2020,50.61,8.67
15/05/2020,50.57,8.67
18/05/2020,50.23,8.79
19/05/2020,50.06,8.73
20/05/2020,50.08,8.82
21/05/2020,50.51,9.06
22/05/2020,50.49,9.05
25/05/2020,51.14,9.38
26/05/2020,50.29,9.42
27/05/2020,50.54,9.55
28/05/2020,50.06,9.33
29/05/2020,50.19,9.40
01/06/2020,49.74,9.25
02/06/2020,49.60,9.50
03/06/2020,48.94,9.66
04/06/2020,48.66,9.51
05/06/2020,48.20,9.70
08/06/2020,47.53,9.76
09/06/2020,47.34,9.71
10/06/2020,46.81,9.52
12/06/2020,46.92,9.27
15/06/2020,46.96,9.12
16/06/2020,46.87,8.97
17/06/2020,46.85,8.90
18/06/2020,47.13,8.75
19/06/2020,47.15,8.89
22/06/2020,47.56,9.03
23/06/2020,46.97,9.13
24/06/2020,47.18,8.88
25/06/2020,47.49,8.92
26/06/2020,48.15,8.81
29/06/2020,48.28,8.88
30/06/2020,48.53,8.92
01/07/2020,49.51,9.32
02/07/2020,49.79,9.30
03/07/2020,49.65,9.34
06/07/2020,49.93,9.35
07/07/2020,49.94,9.28
08/07/2020,50.37,9.42
09/07/2020,50.31,9.43
10/07/2020,50.23,9.44
13/07/2020,49.78,9.27
14/07/2020,49.83,9.33
15/07/2020,49.40,9.18
16/07/2020,49.01,9.20
17/07/2020,49.43,9.18
20/07/2020,49.50,9.28
21/07/2020,49.62,9.55
22/07/2020,48.54,9.48
23/07/2020,48.83,9.38
24/07/2020,49.25,9.46
27/07/2020,49.73,9.62
28/07/2020,49.40,9.59
29/07/2020,49.79,9.63
30/07/2020,50.47,9.79
31/07/2020,50.79,9.74
03/08/2020,51.29,9.62
04/08/2020,51.97,9.81
05/08/2020,52.14,9.84
06/08/2020,52.59,9.82
07/08/2020,52.72,9.73
10/08/2020,53.59,9.82
11/08/2020,54.28,10.04
12/08/2020,54.78,10.04
13/08/2020,55.16,10.27
14/08/2020,55.51,10.22
17/08/2020,55.99,10.17
18/08/2020,57.63,10.54
19/08/2020,58.64,10.62
20/08/2020,59.01,10.62
21/08/2020,59.60,10.63
24/08/2020,59.93,10.70
25/08/2020,60.41,10.94
26/08/2020,60.70,10.84
27/08/2020,60.87,10.93
28/08/2020,60.97,11.27
31/08/2020,61.25,11.18
01/09/2020,60.92,11.31
02/09/2020,60.36,11.27
03/09/2020,59.11,11.17
04/09/2020,59.06,11.13
08/09/2020,58.64,10.94
09/09/2020,58.15,10.99
10/09/2020,58.38,10.98
11/09/2020,58.99,11.06
14/09/2020,59.70,11.31
15/09/2020,58.97,11.16
16/09/2020,58.88,11.24
17/09/2020,58.48,11.16
18/09/2020,58.48,10.90
21/09/2020,59.19,10.95
22/09/2020,59.91,10.96
23/09/2020,60.95,10.93
24/09/2020,61.28,11.11
25/09/2020,62.45,11.26
28/09/2020,62.42,11.08
29/09/2020,63.28,11.23
30/09/2020,63.63,11.33
01/10/2020,64.22,11.36
02/10/2020,64.75,11.45
05/10/2020,65.36,11.75
06/10/2020,65.48,11.69
07/10/2020,67.26,11.97
08/10/2020,67.55,12.09
09/10/2020,68.12,12.31
13/10/2020,69.09,12.40
14/10/2020,69.53,12.41
15/10/2020,70.30,12.53
16/10/2020,70.72,12.53
19/10/2020,71.49,12.76
20/10/2020,73.33,13.10
21/10/2020,75.39,13.45
22/10/2020,77.33,13.81
23/10/2020,78.82,14.01
26/10/2020,79.67,14.16
27/10/2020,81.48,14.36
28/10/2020,82.67,14.40
29/10/2020,82.55,14.35
30/10/2020,81.89,14.25
03/11/2020,80.77,14.05
04/11/2020,81.41,14.38
05/11/2020,81.27,14.65
06/11/2020,81.32,15.09
09/11/2020,80.91,14.94
10/11/2020,80.19,14.91
11/11/2020,80.58,14.88
12/11/2020,80.55,14.74
13/11/2020,80.74,14.74
16/11/2020,80.54,14.83
17/11/2020,80.92,15.16
18/11/2020,80.44,15.05
19/11/2020,80.02,15.06
20/11/2020,80.21,14.93
23/11/2020,80.06,14.72
24/11/2020,79.67,14.80
25/11/2020,79.77,15.00
26/11/2020,79.31,14.88
27/11/2020,79.27,14.88
30/11/2020,78.31,14.63
01/12/2020,77.17,14.74
02/12/2020,76.44,14.57
03/12/2020,75.47,14.69
04/12/2020,74.69,14.56
07/12/2020,73.84,14.53
08/12/2020,73.42,14.31
09/12/2020,73.61,14.20
10/12/2020,73.46,14.58
11/12/2020,73.10,14.47
14/12/2020,73.31,14.35
15/12/2020,73.84,14.51
16/12/2020,74.85,14.60
17/12/2020,74.11,14.60
18/12/2020,74.22,14.59
21/12/2020,75.10,14.66
22/12/2020,77.34,14.97
23/12/2020,77.60,14.93
28/12/2020,78.02,14.89
29/12/2020,78.45,15.13
30/12/2020,78.65,15.17
04/01/2021,81.79,15.55
05/01/2021,81.62,15.51
06/01/2021,82.31,15.58
07/01/2021,82.65,15.34
08/01/2021,82.60,15.25
11/01/2021,82.64,15.05
12/01/2021,83.32,15.62
13/01/2021,83.87,15.82
14/01/2021,84.28,16.20
15/01/2021,84.52,15.99
18/01/2021,84.96,16.05
19/01/2021,85.22,15.93
20/01/2021,85.44,16.06
21/01/2021,85.03,15.88
22/01/2021,84.43,15.43
25/01/2021,83.87,15.23
26/01/2021,83.97,15.76
27/01/2021,83.83,15.53
28/01/2021,83.25,15.31
29/01/2021,83.34,15.20
01/02/2021,83.95,15.40
02/02/2021,83.03,15.50
03/02/2021,83.09,15.50
04/02/2021,83.02,15.22
05/02/2021,82.78,15.37
08/02/2021,82.69,15.39
09/02/2021,83.39,15.49
10/02/2021,83.16,15.46
11/02/2021,83.19,15.43
12/02/2021,83.40,15.51
17/02/2021,83.80,15.46
18/02/2021,84.06,15.45
19/02/2021,84.35,15.60
22/02/2021,84.89,15.60
23/02/2021,85.08,15.61
24/02/2021,85.19,15.68
25/02/2021,85.59,15.55
26/02/2021,85.41,15.30
01/03/2021,85.59,15.29
02/03/2021,86.11,15.20
03/03/2021,87.06,15.14
04/03/2021,88.59,15.64
05/03/2021,89.07,15.64
08/03/2021,89.63,15.54
09/03/2021,89.88,15.53
10/03/2021,91.59,16.19
11/03/2021,91.72,16.57
12/03/2021,91.73,16.49
15/03/2021,92.17,16.33
16/03/2021,93.21,16.61
17/03/2021,93.44,16.74
18/03/2021,93.30,16.78
19/03/2021,93.85,17.10
22/03/2021,93.27,16.92
23/03/2021,92.56,16.79
24/03/2021,93.03,16.57
25/03/2021,93.31,16.47
26/03/2021,93.40,16.25
29/03/2021,94.40,16.37
30/03/2021,94.22,16.39
31/03/2021,93.71,16.66
01/04/2021,93.90,16.46
05/04/2021,94.04,16.58
06/04/2021,94.70,16.92
07/04/2021,95.32,16.87
08/04/2021,95.49,17.13
09/04/2021,95.37,16.80
12/04/2021,95.93,16.76
13/04/2021,96.57,16.94
14/04/2021,96.92,17.08
15/04/2021,97.64,17.36
16/04/2021,97.88,17.52
19/04/2021,97.91,17.60
20/04/2021,97.78,17.60
22/04/2021,97.98,17.94
23/04/2021,98.70,17.96
26/04/2021,99.28,18.19
27/04/2021,98.88,18.09
28/04/2021,99.25,18.50
29/04/2021,99.78,18.64
30/04/2021,99.76,18.36
03/05/2021,99.84,18.41
04/05/2021,99.79,18.37
05/05/2021,100.24,18.68
06/05/2021,100.90,19.11
07/05/2021,101.56,19.45
10/05/2021,101.23,19.35
11/05/2021,101.40,19.41
12/05/2021,102.39,19.33
13/05/2021,101.79,19.21
14/05/2021,101.34,19.23
17/05/2021,101.08,19.20
18/05/2021,103.23,19.68
19/05/2021,102.72,19.33
20/05/2021,102.06,19.35
21/05/2021,101.93,19.06
24/05/2021,101.12,19.00
25/05/2021,98.66,18.49
26/05/2021,96.83,18.24
27/05/2021,97.69,18.60
28/05/2021,99.24,19.02
31/05/2021,100.07,19.15
01/06/2021,99.23,19.24
02/06/2021,98.67,19.38
04/06/2021,98.63,19.59
07/06/2021,97.04,19.27
08/06/2021,96.57,19.17
09/06/2021,95.72,18.88
10/06/2021,95.21,18.80
11/06/2021,94.88,18.53
14/06/2021,94.29,18.59
15/06/2021,93.27,18.50
16/06/2021,91.60,18.16
17/06/2021,89.56,17.83
18/06/2021,89.87,17.73
21/06/2021,88.52,17.63
22/06/2021,87.72,17.67
23/06/2021,87.27,17.58
24/06/2021,86.25,17.58
25/06/2021,86.27,17.42
28/06/2021,86.63,17.59
29/06/2021,87.14,17.65
30/06/2021,89.57,18.01
01/07/2021,91.25,18.08
02/07/2021,92.10,18.24
05/07/2021,93.60,18.41
06/07/2021,94.44,18.16
07/07/2021,95.17,18.18
08/07/2021,95.93,18.26
09/07/2021,96.21,18.36
12/07/2021,96.24,18.62
13/07/2021,96.43,18.65
14/07/2021,97.19,19.16
15/07/2021,98.01,19.12
16/07/2021,97.34,19.01
19/07/2021,97.48,18.55
20/07/2021,97.49,18.68
21/07/2021,98.54,19.01
22/07/2021,99.19,19.04
23/07/2021,99.99,19.17
26/07/2021,100.63,19.45
27/07/2021,101.60,19.62
28/07/2021,102.44,20.03
29/07/2021,101.93,20.08
30/07/2021,101.40,19.51
02/08/2021,101.47,19.65
03/08/2021,100.96,19.48
04/08/2021,100.21,19.31
05/08/2021,100.31,19.28
06/08/2021,99.10,18.91
09/08/2021,99.45,18.99
10/08/2021,98.16,18.88
11/08/2021,98.35,18.81
12/08/2021,98.97,18.84
13/08/2021,99.87,19.05
16/08/2021,99.89,18.90
17/08/2021,99.40,18.87
18/08/2021,99.32,18.53
19/08/2021,99.02,18.28
20/08/2021,98.79,18.37
23/08/2021,98.21,18.28
24/08/2021,97.59,18.56
25/08/2021,97.49,18.71
26/08/2021,97.06,18.49
27/08/2021,95.84,18.45
30/08/2021,95.82,18.47
31/08/2021,94.76,18.31
01/09/2021,93.72,18.11
02/09/2021,93.00,17.94
03/09/2021,92.26,17.80
06/09/2021,92.50,17.87
08/09/2021,92.32,17.38
09/09/2021,92.15,17.36
10/09/2021,93.53,17.76
13/09/2021,93.71,17.91
14/09/2021,93.60,17.79
15/09/2021,93.43,17.82
16/09/2021,93.71,17.76
17/09/2021,93.67,17.73
20/09/2021,92.81,17.34
21/09/2021,92.08,17.43
22/09/2021,91.59,17.28
23/09/2021,90.83,17.11
24/09/2021,90.47,16.92
27/09/2021,91.18,16.95
28/09/2021,91.42,16.84
29/09/2021,91.45,16.85
30/09/2021,91.83,16.89
01/10/2021,91.76,17.11
04/10/2021,92.03,16.88
05/10/2021,92.22,16.86
06/10/2021,91.98,16.76
07/10/2021,91.12,16.56
08/10/2021,91.03,16.52
11/10/2021,91.02,16.45
13/10/2021,90.39,16.40
14/10/2021,90.13,16.33
15/10/2021,90.18,16.52
18/10/2021,89.89,16.30
19/10/2021,90.21,16.15
20/10/2021,89.56,16.15
21/10/2021,88.99,15.74
22/10/2021,89.27,15.83
25/10/2021,89.18,16.08
26/10/2021,88.27,15.86
27/10/2021,87.50,15.71
28/10/2021,86.89,15.44
29/10/2021,86.84,15.38
01/11/2021,86.97,15.34
03/11/2021,87.16,15.58
04/11/2021,86.40,15.39
05/11/2021,86.61,15.72
08/11/2021,85.69,15.44
09/11/2021,84.93,15.49
10/11/2021,84.51,15.38
11/11/2021,83.59,15.49
12/11/2021,82.75,15.17
16/11/2021,82.74,15.07
17/11/2021,82.45,14.92
18/11/2021,82.34,14.79
19/11/2021,82.84,14.78
22/11/2021,82.81,14.81
23/11/2021,83.26,14.85
24/11/2021,83.59,14.94
25/11/2021,83.63,15.03
26/11/2021,83.72,14.95
29/11/2021,83.44,14.86
30/11/2021,84.46,14.96
01/12/2021,84.98,15.00
02/12/2021,86.22,15.26
03/12/2021,86.86,15.30
06/12/2021,86.12,15.15
07/12/2021,87.58,15.59
08/12/2021,87.55,15.81
09/12/2021,87.54,15.69
10/12/2021,88.06,15.69
13/12/2021,88.10,15.53
14/12/2021,87.75,15.42
15/12/2021,87.56,15.30
16/12/2021,87.39,15.40
17/12/2021,87.18,15.34
20/12/2021,87.57,15.26
21/12/2021,88.61,15.45
22/12/2021,88.69,15.64
23/12/2021,89.81,15.86
27/12/2021,89.99,15.97
28/12/2021,90.34,16.03
29/12/2021,90.37,15.87
30/12/2021,90.35,16.21
03/01/2022,92.01,16.25
04/01/2022,92.72,16.30
05/01/2022,92.81,16.30
06/01/2022,93.28,16.41
07/01/2022,93.52,16.60
10/01/2022,94.43,16.65
11/01/2022,95.13,17.05
12/01/2022,95.27,17.21
13/01/2022,96.50,17.48
14/01/2022,96.77,17.52
17/01/2022,97.16,17.59
18/01/2022,97.39,17.53
19/01/2022,97.70,17.88
20/01/2022,98.13,18.14
21/01/2022,98.33,18.02
24/01/2022,97.93,17.80
25/01/2022,97.76,17.97
26/01/2022,97.90,18.11
27/01/2022,97.37,17.94
28/01/2022,97.40,18.06
31/01/2022,97.42,18.37
01/02/2022,97.40,18.48
02/02/2022,97.14,18.38
03/02/2022,96.82,18.29
04/02/2022,97.13,18.24
07/02/2022,96.97,18.44
08/02/2022,97.14,18.49
09/02/2022,96.93,18.57
10/02/2022,97.08,18.58
11/02/2022,97.05,18.57
14/02/2022,95.98,18.40
15/02/2022,96.55,18.63
16/02/2022,96.53,18.82
17/02/2022,96.51,18.67
18/02/2022,96.49,18.78
21/02/2022,96.52,18.90
22/02/2022,96.80,19.11
23/02/2022,96.85,19.36
24/02/2022,96.89,18.93
25/02/2022,97.34,18.92
02/03/2022,97.20,19.02
03/03/2022,97.72,19.45
04/03/2022,98.15,19.32
07/03/2022,100.19,19.73
08/03/2022,101.36,20.05
09/03/2022,101.25,20.21
10/03/2022,101.42,20.21
11/03/2022,103.57,20.50
14/03/2022,103.90,20.26
15/03/2022,103.87,20.15
16/03/2022,103.74,20.32
17/03/2022,103.57,20.56
18/03/2022,102.59,20.46
21/03/2022,102.63,20.72
22/03/2022,101.29,20.59
23/03/2022,99.93,20.65
24/03/2022,99.20,20.55
25/03/2022,96.98,20.41
28/03/2022,96.16,20.16
29/03/2022,92.77,19.49
30/03/2022,92.70,19.38
31/03/2022,93.09,19.55
01/04/2022,92.04,19.71
04/04/2022,91.55,19.85
05/04/2022,90.19,19.37
06/04/2022,89.46,18.95
07/04/2022,89.06,18.77
08/04/2022,89.02,18.92
11/04/2022,88.90,18.98
12/04/2022,88.17,18.85
13/04/2022,87.56,18.69
14/04/2022,87.30,18.61
18/04/2022,87.63,18.81
19/04/2022,88.03,18.84
20/04/2022,87.87,19.00
22/04/2022,87.93,18.33
25/04/2022,88.71,18.20
26/04/2022,88.51,17.74
27/04/2022,88.21,17.77
28/04/2022,88.38,17.90
29/04/2022,88.25,17.83
02/05/2022,87.87,17.34
03/05/2022,87.60,17.64
04/05/2022,87.55,17.83
05/05/2022,87.41,17.38
06/05/2022,86.63,17.08
09/05/2022,86.15,16.71
10/05/2022,85.83,16.75
11/05/2022,86.08,16.75
12/05/2022,86.40,16.79
13/05/2022,86.54,17.12
16/05/2022,87.97,17.44
17/05/2022,89.09,18.03
18/05/2022,89.28,17.90
19/05/2022,89.23,18.16
20/05/2022,88.48,18.17
23/05/2022,88.03,18.29
24/05/2022,87.43,18.13
25/05/2022,87.33,18.15
26/05/2022,86.99,18.27
27/05/2022,86.90,18.34
30/05/2022,86.84,18.28
31/05/2022,86.25,18.15
01/06/2022,85.80,17.88
02/06/2022,85.52,17.84
03/06/2022,85.07,17.78
06/06/2022,84.80,17.66
07/06/2022,85.56,17.56
08/06/2022,85.86,17.59
09/06/2022,85.85,17.48
10/06/2022,85.42,17.15
13/06/2022,85.41,16.67
14/06/2022,86.42,16.81
15/06/2022,86.25,17.16
17/06/2022,86.32,16.79
20/06/2022,87.42,16.86
21/06/2022,87.15,16.92
22/06/2022,87.04,16.84
23/06/2022,85.92,16.43
24/06/2022,85.65,16.29
27/06/2022,84.75,16.21
28/06/2022,83.90,15.93
29/06/2022,84.85,16.33
30/06/2022,83.55,15.97
01/07/2022,83.16,15.63
04/07/2022,83.24,15.63
05/07/2022,82.60,15.32
06/07/2022,82.19,15.18
07/07/2022,81.68,15.28
08/07/2022,81.50,15.48
11/07/2022,82.36,15.34
12/07/2022,83.12,15.29
13/07/2022,82.73,15.30
14/07/2022,82.58,15.20
15/07/2022,82.46,15.25
18/07/2022,82.36,15.19
19/07/2022,81.67,15.07
20/07/2022,81.41,14.91
21/07/2022,80.85,14.72
22/07/2022,80.06,14.55
25/07/2022,80.20,14.92
26/07/2022,81.27,15.18
27/07/2022,81.40,15.51
28/07/2022,81.78,15.84
29/07/2022,82.93,16.02
01/08/2022,82.64,15.94
02/08/2022,82.58,15.64
03/08/2022,82.41,15.62
04/08/2022,82.24,15.76
05/08/2022,81.91,15.85
08/08/2022,82.05,16.04
09/08/2022,81.63,15.89
10/08/2022,82.76,16.25
11/08/2022,81.94,15.87
12/08/2022,81.55,16.09
15/08/2022,81.41,15.98
16/08/2022,82.11,15.95
17/08/2022,82.77,16.00
18/08/2022,82.10,15.87
19/08/2022,82.16,15.88
22/08/2022,81.90,15.87
23/08/2022,82.69,16.21
24/08/2022,82.77,16.20
25/08/2022,83.31,16.25
26/08/2022,83.60,16.48
29/08/2022,83.80,16.67
30/08/2022,83.73,16.39
31/08/2022,83.94,16.14
01/09/2022,83.66,15.98
02/09/2022,83.39,16.11
05/09/2022,83.26,16.16
06/09/2022,83.54,15.94
08/09/2022,83.25,15.98
09/09/2022,83.43,16.20
12/09/2022,83.95,16.49
13/09/2022,83.72,16.13
14/09/2022,84.28,16.27
15/09/2022,84.55,16.13
16/09/2022,84.35,16.04
19/09/2022,84.02,16.27
20/09/2022,84.21,16.32
21/09/2022,84.24,16.30
22/09/2022,84.56,16.54
23/09/2022,84.54,16.10
26/09/2022,84.58,15.69
27/09/2022,84.72,15.75
28/09/2022,84.25,15.76
29/09/2022,84.24,15.61
30/09/2022,84.42,15.70
03/10/2022,84.14,16.25
04/10/2022,83.27,16.09
05/10/2022,82.91,16.02
06/10/2022,83.04,15.96
07/10/2022,83.05,15.89
10/10/2022,83.50,16.11
11/10/2022,83.86,15.91
13/10/2022,84.42,15.99
14/10/2022,84.67,15.89
17/10/2022,84.86,16.03
18/10/2022,85.38,16.23
19/10/2022,85.41,16.20
20/10/2022,85.21,16.31
21/10/2022,85.28,16.57
24/10/2022,85.08,16.09
25/10/2022,84.91,15.98
26/10/2022,85.12,15.84
27/10/2022,85.35,16.11
28/10/2022,85.69,16.12
31/10/2022,85.35,16.50
01/11/2022,85.11,16.65
03/11/2022,84.76,16.58
04/11/2022,84.95,16.87
07/11/2022,85.19,16.52
08/11/2022,85.30,16.50
09/11/2022,84.76,16.37
10/11/2022,84.48,15.65
11/11/2022,83.74,15.68
14/11/2022,84.00,15.76
16/11/2022,83.69,15.54
17/11/2022,84.06,15.48
18/11/2022,84.77,15.80
21/11/2022,85.08,16.02
22/11/2022,85.19,15.83
23/11/2022,85.51,15.92
24/11/2022,85.87,16.16
25/11/2022,85.48,15.80
28/11/2022,85.96,16.02
29/11/2022,85.76,16.21
30/11/2022,86.20,16.55
01/12/2022,86.00,16.52
02/12/2022,86.03,16.47
05/12/2022,85.54,16.20
06/12/2022,86.10,16.34
07/12/2022,86.19,16.54
08/12/2022,85.90,16.48
09/12/2022,86.08,16.43
12/12/2022,86.15,16.18
13/12/2022,86.00,16.18
14/12/2022,85.79,16.12
15/12/2022,85.91,16.14
16/12/2022,86.44,16.32
19/12/2022,86.05,16.21
20/12/2022,85.98,16.51
21/12/2022,85.82,16.51
22/12/2022,85.58,16.53
23/12/2022,85.80,16.61
26/12/2022,85.79,16.47
27/12/2022,86.61,16.39
28/12/2022,86.42,16.45
29/12/2022,86.07,16.30
02/01/2023,86.09,16.06
03/01/2023,86.07,15.80
04/01/2023,86.35,15.83
05/01/2023,87.72,16.36
06/01/2023,87.50,16.69
09/01/2023,87.27,16.61
10/01/2023,87.33,16.79
11/01/2023,87.19,16.81
12/01/2023,86.86,17.05
13/01/2023,86.87,17.05
16/01/2023,86.39,16.77
17/01/2023,86.19,16.87
18/01/2023,85.90,16.65
19/01/2023,85.38,16.50
20/01/2023,85.33,16.40
23/01/2023,85.43,16.44
24/01/2023,85.17,16.55
25/01/2023,85.22,16.79
26/01/2023,84.88,16.73
27/01/2023,84.74,16.58
30/01/2023,84.95,16.62
31/01/2023,85.49,16.83
01/02/2023,85.76,16.85
02/02/2023,85.04,16.89
03/02/2023,84.98,16.54
06/02/2023,85.12,16.45
07/02/2023,84.87,16.32
08/02/2023,84.90,16.36
09/02/2023,85.96,16.31
10/02/2023,86.03,16.47
13/02/2023,85.86,16.57
14/02/2023,86.26,16.59
15/02/2023,86.06,16.50
16/02/2023,86.24,16.52
17/02/2023,85.73,16.61
22/02/2023,86.06,16.65
23/02/2023,86.22,16.80
24/02/2023,85.83,16.49
27/02/2023,86.40,16.63
28/02/2023,86.08,16.49
01/03/2023,86.11,16.57
02/03/2023,86.36,16.59
03/03/2023,86.22,16.59
06/03/2023,86.15,16.68
07/03/2023,85.84,16.54
08/03/2023,86.03,16.73
09/03/2023,85.47,16.65
10/03/2023,85.32,16.36
13/03/2023,85.61,16.25
14/03/2023,85.42,16.25
15/03/2023,85.49,16.15
16/03/2023,85.37,16.28
17/03/2023,85.24,16.16
20/03/2023,84.66,16.15
21/03/2023,84.46,16.11
22/03/2023,84.36,16.17
23/03/2023,83.91,15.86
24/03/2023,84.18,16.04
27/03/2023,84.00,16.12
28/03/2023,83.39,16.14
29/03/2023,83.17,16.18
30/03/2023,82.90,16.25
31/03/2023,82.60,16.29
03/04/2023,82.40,16.24
04/04/2023,81.12,15.95
05/04/2023,80.89,16.00
06/04/2023,80.24,15.86
10/04/2023,79.39,15.66
11/04/2023,78.34,15.65
12/04/2023,77.66,15.71
13/04/2023,76.88,15.60
14/04/2023,75.99,15.45
17/04/2023,75.29,15.26
18/04/2023,73.92,14.86
19/04/2023,72.76,14.33
20/04/2023,70.60,13.97
24/04/2023,70.11,13.91
25/04/2023,69.75,13.76
26/04/2023,68.68,13.59
27/04/2023,67.71,13.59
28/04/2023,65.61,13.15
02/05/2023,64.50,12.78
03/05/2023,64.15,12.85
04/05/2023,62.85,12.59
05/05/2023,62.32,12.60
08/05/2023,61.75,12.32
09/05/2023,60.46,12.12
10/05/2023,60.13,12.14
11/05/2023,58.69,11.87
12/05/2023,58.79,11.93
15/05/2023,58.83,12.02
16/05/2023,58.84,11.91
17/05/2023,57.43,11.63
18/05/2023,56.51,11.37
19/05/2023,56.04,11.21
22/05/2023,55.83,11.24
23/05/2023,55.16,11.09
24/05/2023,54.56,11.02
25/05/2023,55.00,10.92
26/05/2023,54.82,10.99
29/05/2023,54.83,10.94
30/05/2023,54.27,10.76
31/05/2023,53.77,10.59
01/06/2023,53.90,10.75
02/06/2023,53.72,10.84
05/06/2023,53.63,10.89
06/06/2023,54.07,11.01
07/06/2023,53.72,10.91
09/06/2023,53.73,11.02
12/06/2023,53.77,11.05
13/06/2023,54.07,11.12
14/06/2023,54.33,11.25
15/06/2023,54.35,11.31
16/06/2023,54.36,11.28
19/06/2023,54.47,11.41
20/06/2023,54.83,11.44
21/06/2023,55.52,11.64
22/06/2023,57.07,11.94
23/06/2023,57.36,12.00
26/06/2023,57.41,12.05
27/06/2023,57.67,12.02
28/06/2023,56.36,11.63
29/06/2023,56.12,11.56
30/06/2023,55.36,11.55
