date,RS,US
30/04/2008,27.39,16.47
02/05/2008,27.66,16.76
05/05/2008,27.74,16.74
06/05/2008,28.06,16.91
07/05/2008,28.17,16.67
08/05/2008,28.21,16.66
09/05/2008,28.26,16.76
12/05/2008,28.37,17.04
13/05/2008,28.36,17.12
14/05/2008,28.12,16.90
15/05/2008,27.89,16.85
16/05/2008,27.84,16.96
19/05/2008,27.69,16.79
20/05/2008,27.31,16.55
21/05/2008,27.11,16.35
23/05/2008,27.04,16.28
26/05/2008,26.63,16.05
27/05/2008,26.41,15.80
28/05/2008,26.27,15.87
29/05/2008,25.76,15.73
30/05/2008,25.78,15.83
02/06/2008,25.62,15.70
03/06/2008,25.62,15.73
04/06/2008,25.58,15.70
05/06/2008,25.52,15.69
06/06/2008,25.18,15.41
09/06/2008,25.11,15.44
10/06/2008,24.96,15.16
11/06/2008,25.15,15.32
12/06/2008,25.54,15.62
13/06/2008,25.85,15.80
16/06/2008,26.31,16.19
17/06/2008,27.02,16.80
18/06/2008,27.43,17.07
19/06/2008,28.18,17.57
20/06/2008,28.46,17.72
23/06/2008,28.62,17.74
24/06/2008,28.70,17.92
25/06/2008,28.79,18.10
26/06/2008,28.85,18.00
27/06/2008,29.01,18.17
30/06/2008,29.00,18.16
01/07/2008,29.07,18.11
02/07/2008,29.17,18.20
03/07/2008,29.19,18.12
04/07/2008,29.17,18.14
07/07/2008,29.03,18.13
08/07/2008,29.03,17.99
10/07/2008,28.68,17.82
11/07/2008,28.67,17.91
14/07/2008,28.32,17.77
15/07/2008,28.20,17.76
16/07/2008,28.20,17.66
17/07/2008,28.04,17.54
18/07/2008,27.77,17.48
21/07/2008,27.60,17.48
22/07/2008,27.18,17.20
23/07/2008,26.89,16.98
24/07/2008,26.78,16.96
25/07/2008,26.32,16.73
28/07/2008,26.02,16.52
29/07/2008,25.93,16.53
30/07/2008,25.75,16.48
31/07/2008,25.67,16.43
01/08/2008,25.53,16.34
04/08/2008,25.48,16.30
05/08/2008,25.34,16.09
06/08/2008,25.16,15.95
07/08/2008,25.00,15.71
08/08/2008,24.76,15.40
11/08/2008,24.70,15.28
12/08/2008,24.53,15.10
13/08/2008,24.44,15.13
14/08/2008,24.26,14.91
15/08/2008,24.05,14.68
18/08/2008,24.06,14.68
19/08/2008,23.96,14.73
20/08/2008,24.15,14.92
21/08/2008,24.18,15.02
22/08/2008,24.20,14.87
25/08/2008,24.21,14.82
26/08/2008,24.29,14.89
27/08/2008,24.51,15.11
28/08/2008,24.52,15.02
29/08/2008,24.53,15.02
01/09/2008,24.58,14.92
02/09/2008,24.41,14.68
03/09/2008,24.32,14.49
04/09/2008,24.31,14.14
05/09/2008,24.29,14.15
08/09/2008,24.30,14.00
09/09/2008,24.16,13.64
10/09/2008,24.10,13.50
11/09/2008,24.12,13.29
12/09/2008,23.79,13.36
15/09/2008,23.96,13.21
16/09/2008,23.87,13.11
17/09/2008,23.56,12.61
18/09/2008,23.40,12.13
19/09/2008,23.47,12.82
22/09/2008,23.31,13.00
23/09/2008,23.37,12.77
24/09/2008,23.27,12.58
25/09/2008,23.17,12.72
26/09/2008,23.24,12.54
29/09/2008,23.17,11.78
30/09/2008,22.99,12.08
01/10/2008,23.01,12.00
02/10/2008,22.95,11.36
03/10/2008,22.93,11.22
06/10/2008,22.86,10.39
07/10/2008,22.81,9.87
08/10/2008,22.70,9.96
09/10/2008,22.60,10.33
10/10/2008,22.50,9.72
13/10/2008,22.29,10.42
14/10/2008,22.35,10.63
15/10/2008,22.42,10.35
16/10/2008,22.41,10.35
17/10/2008,22.47,10.62
20/10/2008,22.39,10.58
21/10/2008,22.35,10.00
22/10/2008,22.21,9.33
23/10/2008,22.11,9.57
24/10/2008,22.10,9.50
27/10/2008,21.98,9.79
28/10/2008,21.73,9.94
29/10/2008,21.54,10.06
30/10/2008,21.37,10.16
31/10/2008,21.36,9.91
03/11/2008,21.07,9.71
04/11/2008,21.01,9.95
05/11/2008,20.92,9.88
06/11/2008,20.84,9.47
07/11/2008,20.80,9.63
10/11/2008,20.70,9.44
11/11/2008,20.57,9.26
12/11/2008,20.59,8.98
13/11/2008,20.48,8.60
14/11/2008,20.40,8.99
17/11/2008,20.34,8.93
18/11/2008,20.29,8.73
19/11/2008,20.30,8.51
20/11/2008,20.33,8.47
21/11/2008,20.39,8.27
24/11/2008,20.34,8.74
25/11/2008,20.20,8.69
26/11/2008,20.14,8.88
27/11/2008,20.19,8.85
28/11/2008,20.22,8.74
01/12/2008,20.26,8.74
02/12/2008,20.33,8.50
03/12/2008,20.37,8.24
04/12/2008,20.40,8.06
05/12/2008,20.41,8.21
08/12/2008,20.46,8.18
09/12/2008,20.58,8.33
10/12/2008,20.63,8.49
11/12/2008,20.60,8.79
12/12/2008,20.76,8.78
15/12/2008,20.79,8.74
16/12/2008,20.76,8.76
17/12/2008,20.81,8.86
18/12/2008,20.93,8.87
19/12/2008,21.05,8.90
22/12/2008,21.08,8.82
23/12/2008,21.08,8.83
26/12/2008,21.08,8.89
29/12/2008,21.31,8.82
30/12/2008,21.29,9.12
02/01/2009,21.29,9.12
05/01/2009,21.49,9.53
06/01/2009,22.83,10.47
07/01/2009,23.58,10.47
08/01/2009,24.11,10.49
09/01/2009,24.26,10.68
12/01/2009,24.29,10.59
13/01/2009,24.32,10.45
14/01/2009,24.24,10.34
15/01/2009,23.92,10.04
16/01/2009,23.89,10.23
19/01/2009,24.02,10.30
20/01/2009,23.91,10.08
21/01/2009,23.82,10.13
22/01/2009,24.00,10.30
23/01/2009,24.16,10.32
26/01/2009,24.02,10.40
27/01/2009,23.97,10.29
28/01/2009,23.71,10.42
29/01/2009,23.73,10.34
30/01/2009,23.46,10.13
02/02/2009,23.38,10.05
03/02/2009,23.39,10.08
04/02/2009,23.42,10.14
05/02/2009,23.07,10.08
06/02/2009,22.94,10.20
09/02/2009,22.83,10.21
10/02/2009,22.58,9.88
11/02/2009,22.38,9.77
12/02/2009,22.23,9.71
13/02/2009,22.20,9.81
16/02/2009,22.12,9.70
17/02/2009,21.96,9.44
18/02/2009,21.51,9.16
19/02/2009,21.56,9.17
20/02/2009,21.34,8.93
25/02/2009,21.19,8.92
26/02/2009,21.32,9.10
27/02/2009,21.23,8.95
02/03/2009,20.92,8.56
03/03/2009,20.88,8.66
04/03/2009,20.73,8.74
05/03/2009,20.62,8.66
06/03/2009,20.60,8.68
09/03/2009,20.55,8.65
10/03/2009,20.59,8.77
11/03/2009,20.43,8.69
12/03/2009,20.35,8.84
13/03/2009,20.38,8.87
16/03/2009,20.58,9.04
17/03/2009,20.49,8.97
18/03/2009,20.62,9.17
19/03/2009,20.44,9.09
20/03/2009,20.40,9.01
23/03/2009,20.42,9.10
24/03/2009,20.50,9.14
25/03/2009,20.67,9.20
26/03/2009,20.77,9.27
27/03/2009,20.79,9.07
30/03/2009,20.82,8.93
31/03/2009,20.99,9.05
01/04/2009,21.01,9.21
02/04/2009,21.03,9.41
03/04/2009,21.01,9.52
06/04/2009,21.01,9.47
07/04/2009,21.04,9.49
08/04/2009,21.09,9.57
09/04/2009,21.12,9.72
13/04/2009,20.96,9.66
14/04/2009,20.97,9.55
15/04/2009,21.03,9.57
16/04/2009,21.10,9.70
17/04/2009,21.18,9.67
20/04/2009,21.24,9.47
22/04/2009,21.27,9.66
23/04/2009,21.52,9.70
24/04/2009,21.68,9.89
27/04/2009,21.71,9.78
28/04/2009,21.85,9.94
29/04/2009,21.96,10.10
30/04/2009,22.04,10.07
04/05/2009,22.14,10.41
05/05/2009,22.24,10.35
06/05/2009,22.30,10.56
07/05/2009,22.42,10.63
08/05/2009,22.44,10.85
11/05/2009,22.37,10.87
12/05/2009,22.27,10.76
13/05/2009,22.24,10.56
14/05/2009,22.17,10.65
15/05/2009,22.10,10.47
18/05/2009,22.09,10.64
19/05/2009,22.14,10.88
20/05/2009,22.23,10.96
21/05/2009,22.28,10.95
22/05/2009,22.22,10.96
25/05/2009,22.26,10.99
26/05/2009,22.29,11.05
27/05/2009,22.30,11.07
28/05/2009,22.31,11.11
29/05/2009,22.26,11.30
01/06/2009,22.25,11.39
02/06/2009,22.23,11.56
03/06/2009,22.27,11.35
04/06/2009,22.33,11.50
05/06/2009,22.44,11.47
08/06/2009,22.49,11.44
09/06/2009,22.53,11.64
10/06/2009,22.57,11.57
12/06/2009,22.59,11.74
15/06/2009,22.45,11.50
16/06/2009,22.44,11.41
17/06/2009,22.43,11.43
18/06/2009,22.39,11.33
19/06/2009,22.36,11.33
22/06/2009,22.15,10.94
23/06/2009,22.07,11.14
24/06/2009,21.94,11.05
25/06/2009,21.92,11.26
26/06/2009,21.88,11.29
29/06/2009,21.73,11.06
30/06/2009,21.66,11.03
01/07/2009,21.56,11.18
02/07/2009,21.46,11.00
03/07/2009,21.46,10.99
06/07/2009,21.37,10.90
07/07/2009,21.26,10.67
08/07/2009,21.04,10.47
10/07/2009,20.74,10.37
13/07/2009,20.64,10.42
14/07/2009,20.46,10.39
15/07/2009,20.42,10.55
16/07/2009,20.39,10.57
17/07/2009,20.32,10.54
20/07/2009,20.32,10.68
21/07/2009,20.27,10.63
22/07/2009,20.20,10.61
23/07/2009,20.19,10.69
24/07/2009,20.12,10.61
27/07/2009,20.08,10.71
28/07/2009,20.03,10.64
29/07/2009,20.02,10.51
30/07/2009,19.91,10.63
31/07/2009,19.82,10.63
03/08/2009,19.67,10.72
04/08/2009,19.67,10.79
05/08/2009,19.50,10.77
06/08/2009,19.51,10.62
07/08/2009,19.57,10.73
10/08/2009,19.57,10.58
11/08/2009,19.40,10.53
12/08/2009,19.51,10.64
13/08/2009,19.43,10.61
14/08/2009,19.34,10.44
17/08/2009,19.38,10.38
18/08/2009,19.27,10.45
19/08/2009,19.29,10.45
20/08/2009,19.40,10.52
21/08/2009,19.37,10.58
24/08/2009,19.32,10.47
25/08/2009,19.32,10.41
26/08/2009,19.29,10.36
27/08/2009,19.30,10.35
28/08/2009,19.32,10.26
31/08/2009,19.29,10.21
01/09/2009,19.27,10.11
02/09/2009,19.19,10.18
03/09/2009,19.17,10.27
04/09/2009,19.13,10.40
08/09/2009,19.10,10.45
09/09/2009,19.08,10.39
10/09/2009,19.11,10.49
11/09/2009,18.95,10.37
14/09/2009,19.00,10.48
15/09/2009,18.92,10.48
16/09/2009,18.97,10.54
17/09/2009,18.79,10.40
18/09/2009,18.90,10.45
21/09/2009,19.00,10.46
22/09/2009,19.05,10.60
23/09/2009,19.23,10.76
24/09/2009,19.19,10.64
25/09/2009,19.27,10.72
28/09/2009,19.39,10.82
29/09/2009,19.43,10.84
30/09/2009,19.48,10.99
01/10/2009,19.64,10.98
02/10/2009,19.69,11.08
05/10/2009,19.95,11.33
06/10/2009,20.15,11.50
07/10/2009,20.20,11.50
08/10/2009,20.69,11.90
09/10/2009,20.73,11.94
13/10/2009,20.76,12.02
14/10/2009,20.78,12.20
15/10/2009,20.70,12.19
16/10/2009,20.78,12.15
19/10/2009,20.73,12.12
20/10/2009,20.79,11.92
21/10/2009,20.73,12.02
22/10/2009,20.75,12.03
23/10/2009,20.81,12.15
26/10/2009,20.88,12.00
27/10/2009,20.91,12.02
28/10/2009,20.97,11.95
29/10/2009,21.02,12.14
30/10/2009,21.02,11.97
03/11/2009,20.95,12.01
04/11/2009,20.85,12.06
05/11/2009,20.66,12.00
06/11/2009,20.70,12.04
09/11/2009,20.82,12.24
10/11/2009,20.67,12.04
11/11/2009,20.71,12.03
12/11/2009,20.56,11.83
13/11/2009,20.60,11.96
16/11/2009,20.61,12.05
17/11/2009,20.55,11.97
18/11/2009,20.41,11.89
19/11/2009,20.25,11.68
20/11/2009,20.19,11.64
23/11/2009,20.21,11.69
24/11/2009,20.00,11.53
25/11/2009,19.93,11.55
26/11/2009,19.86,11.35
27/11/2009,19.91,11.42
30/11/2009,19.80,11.29
01/12/2009,19.74,11.46
02/12/2009,19.80,11.50
03/12/2009,19.54,11.43
04/12/2009,19.70,11.42
07/12/2009,19.69,11.43
08/12/2009,19.66,11.18
09/12/2009,19.66,11.10
10/12/2009,19.99,11.32
11/12/2009,20.02,11.41
14/12/2009,19.94,11.45
15/12/2009,19.91,11.36
16/12/2009,20.24,11.57
17/12/2009,20.34,11.36
18/12/2009,20.42,11.45
21/12/2009,20.39,11.43
22/12/2009,20.25,11.36
23/12/2009,20.40,11.61
28/12/2009,20.29,11.66
29/12/2009,20.26,11.62
30/12/2009,20.14,11.55
04/01/2010,20.39,11.86
05/01/2010,20.40,11.79
06/01/2010,20.25,11.64
07/01/2010,20.28,11.62
08/01/2010,20.18,11.66
11/01/2010,20.19,11.63
12/01/2010,19.89,11.38
13/01/2010,19.54,11.10
14/01/2010,19.69,11.15
15/01/2010,19.67,11.10
18/01/2010,19.62,11.10
19/01/2010,19.50,11.00
20/01/2010,19.40,10.83
21/01/2010,19.27,10.71
22/01/2010,19.29,10.63
25/01/2010,19.06,10.47
26/01/2010,19.15,10.43
27/01/2010,19.20,10.33
28/01/2010,19.18,10.27
29/01/2010,19.10,10.13
01/02/2010,19.08,10.26
02/02/2010,18.97,10.36
03/02/2010,18.95,10.28
04/02/2010,18.77,9.97
05/02/2010,18.63,9.86
08/02/2010,18.62,9.93
09/02/2010,18.41,9.97
10/02/2010,18.05,9.76
11/02/2010,18.12,9.80
12/02/2010,18.03,9.68
17/02/2010,18.07,9.89
18/02/2010,18.02,9.89
19/02/2010,18.10,10.03
22/02/2010,18.00,9.95
23/02/2010,18.09,9.91
24/02/2010,18.05,9.89
25/02/2010,18.10,9.88
26/02/2010,18.18,10.07
01/03/2010,18.14,10.09
02/03/2010,18.11,10.16
03/03/2010,18.38,10.27
04/03/2010,18.44,10.29
05/03/2010,18.47,10.34
08/03/2010,18.45,10.32
09/03/2010,18.54,10.42
10/03/2010,18.58,10.49
11/03/2010,18.68,10.55
12/03/2010,18.66,10.59
15/03/2010,18.69,10.60
16/03/2010,18.65,10.57
17/03/2010,18.64,10.56
18/03/2010,18.59,10.41
19/03/2010,18.50,10.27
22/03/2010,18.63,10.35
23/03/2010,18.56,10.45
24/03/2010,18.58,10.32
25/03/2010,18.26,10.10
26/03/2010,18.52,10.14
29/03/2010,18.20,10.12
30/03/2010,18.26,10.17
31/03/2010,18.23,10.24
01/04/2010,18.31,10.35
05/04/2010,18.23,10.35
06/04/2010,18.28,10.42
07/04/2010,18.18,10.23
08/04/2010,18.27,10.27
09/04/2010,18.25,10.28
12/04/2010,18.32,10.43
13/04/2010,18.27,10.40
14/04/2010,18.20,10.42
15/04/2010,18.18,10.37
16/04/2010,18.14,10.31
19/04/2010,18.05,10.29
20/04/2010,18.08,10.31
22/04/2010,18.16,10.30
23/04/2010,18.05,10.25
26/04/2010,18.06,10.35
27/04/2010,18.04,10.22
28/04/2010,18.01,10.29
29/04/2010,18.01,10.40
30/04/2010,18.04,10.38
03/05/2010,17.97,10.39
04/05/2010,18.12,10.29
05/05/2010,18.11,10.08
06/05/2010,18.19,9.81
07/05/2010,18.22,9.85
10/05/2010,18.49,10.43
11/05/2010,18.61,10.42
12/05/2010,18.40,10.36
13/05/2010,18.50,10.41
14/05/2010,18.63,10.32
17/05/2010,18.75,10.36
18/05/2010,18.66,10.24
19/05/2010,18.75,10.21
20/05/2010,18.81,10.10
21/05/2010,18.92,10.17
24/05/2010,19.02,10.20
25/05/2010,18.92,10.13
26/05/2010,19.18,10.33
27/05/2010,19.25,10.54
28/05/2010,19.22,10.62
31/05/2010,19.38,10.65
01/06/2010,19.45,10.57
02/06/2010,19.70,10.79
04/06/2010,19.76,10.63
07/06/2010,19.96,10.62
08/06/2010,19.98,10.75
09/06/2010,19.94,10.79
10/06/2010,19.82,10.96
11/06/2010,19.79,10.90
14/06/2010,19.89,11.00
15/06/2010,19.73,11.00
16/06/2010,19.55,10.92
17/06/2010,19.41,10.85
18/06/2010,19.45,10.97
21/06/2010,19.36,10.91
22/06/2010,19.21,10.78
23/06/2010,18.94,10.57
24/06/2010,18.79,10.50
25/06/2010,18.80,10.57
28/06/2010,18.90,10.60
29/06/2010,18.77,10.37
30/06/2010,18.74,10.39
01/07/2010,18.61,10.37
02/07/2010,18.57,10.46
05/07/2010,18.55,10.44
06/07/2010,18.60,10.44
07/07/2010,18.45,10.45
08/07/2010,18.23,10.34
12/07/2010,18.19,10.31
13/07/2010,18.18,10.37
14/07/2010,18.41,10.43
15/07/2010,18.34,10.35
16/07/2010,18.77,10.54
19/07/2010,18.98,10.62
20/07/2010,19.11,10.77
21/07/2010,19.11,10.71
22/07/2010,19.14,10.88
23/07/2010,19.27,10.95
26/07/2010,19.36,10.97
27/07/2010,19.43,10.98
28/07/2010,19.34,10.93
29/07/2010,19.37,11.00
30/07/2010,19.57,11.15
02/08/2010,19.43,11.10
03/08/2010,19.60,11.14
04/08/2010,19.71,11.20
05/08/2010,19.73,11.25
06/08/2010,19.86,11.28
09/08/2010,20.13,11.49
10/08/2010,20.04,11.39
11/08/2010,20.24,11.43
12/08/2010,20.16,11.39
13/08/2010,20.13,11.36
16/08/2010,20.27,11.54
17/08/2010,20.52,11.70
18/08/2010,20.52,11.70
19/08/2010,20.84,11.87
20/08/2010,20.60,11.71
23/08/2010,20.85,11.79
24/08/2010,20.90,11.84
25/08/2010,21.41,12.12
26/08/2010,21.61,12.27
27/08/2010,21.80,12.43
30/08/2010,21.82,12.39
31/08/2010,22.13,12.60
01/09/2010,22.33,12.78
02/09/2010,22.41,12.94
03/09/2010,22.79,13.15
06/09/2010,23.02,13.33
08/09/2010,23.02,13.35
09/09/2010,23.59,13.69
10/09/2010,23.72,13.79
13/09/2010,23.80,13.88
14/09/2010,24.01,14.07
15/09/2010,24.25,14.05
16/09/2010,24.25,14.15
17/09/2010,25.12,14.62
20/09/2010,25.13,14.53
21/09/2010,26.11,15.22
22/09/2010,25.89,15.03
23/09/2010,25.25,14.70
24/09/2010,26.04,15.22
27/09/2010,25.82,15.11
28/09/2010,25.66,15.01
29/09/2010,24.86,14.58
30/09/2010,24.48,14.47
01/10/2010,24.29,14.47
04/10/2010,23.96,14.17
05/10/2010,23.99,14.36
06/10/2010,23.96,14.26
07/10/2010,23.90,14.18
08/10/2010,24.16,14.48
11/10/2010,24.15,14.49
13/10/2010,25.14,15.22
14/10/2010,25.44,15.31
15/10/2010,25.33,15.21
18/10/2010,25.30,15.21
19/10/2010,25.53,15.14
20/10/2010,25.40,15.16
21/10/2010,25.63,15.12
22/10/2010,25.73,15.08
25/10/2010,25.75,15.15
26/10/2010,26.02,15.26
27/10/2010,26.09,15.17
28/10/2010,26.52,15.48
29/10/2010,26.76,15.72
01/11/2010,26.64,15.60
03/11/2010,26.89,15.82
04/11/2010,27.13,16.19
05/11/2010,26.97,16.06
08/11/2010,27.30,16.10
09/11/2010,27.66,16.28
10/11/2010,28.26,16.53
11/11/2010,28.67,16.70
12/11/2010,28.86,16.75
16/11/2010,28.72,16.51
17/11/2010,28.81,16.69
18/11/2010,28.91,16.88
19/11/2010,28.85,16.79
22/11/2010,28.59,16.55
23/11/2010,29.09,16.78
24/11/2010,29.06,16.86
25/11/2010,28.94,16.82
26/11/2010,28.88,16.71
29/11/2010,28.86,16.75
30/11/2010,28.62,16.69
01/12/2010,28.78,16.85
02/12/2010,28.72,16.88
03/12/2010,28.56,16.95
06/12/2010,28.49,16.97
07/12/2010,28.34,16.86
08/12/2010,28.34,16.74
09/12/2010,28.33,16.58
10/12/2010,28.36,16.55
13/12/2010,28.35,16.70
14/12/2010,28.20,16.66
15/12/2010,28.30,16.66
16/12/2010,28.17,16.55
17/12/2010,28.39,16.55
20/12/2010,28.51,16.70
21/12/2010,28.18,16.61
22/12/2010,28.12,16.58
23/12/2010,28.18,16.64
27/12/2010,28.33,16.77
28/12/2010,28.31,16.74
29/12/2010,28.39,16.91
30/12/2010,28.28,16.99
03/01/2011,28.23,17.11
04/01/2011,28.33,17.02
05/01/2011,28.51,17.03
06/01/2011,28.71,17.02
07/01/2011,28.97,17.20
10/01/2011,29.26,17.33
11/01/2011,29.39,17.42
12/01/2011,29.39,17.53
13/01/2011,29.91,17.92
14/01/2011,30.12,17.87
17/01/2011,30.25,17.97
18/01/2011,30.68,18.30
19/01/2011,31.23,18.68
20/01/2011,31.36,18.74
21/01/2011,31.54,18.87
24/01/2011,31.38,18.77
25/01/2011,31.67,18.95
26/01/2011,32.05,19.18
27/01/2011,32.15,19.15
28/01/2011,32.10,19.05
31/01/2011,32.11,19.18
01/02/2011,32.24,19.37
02/02/2011,32.25,19.33
03/02/2011,32.16,19.26
04/02/2011,32.12,19.17
07/02/2011,31.93,19.01
08/02/2011,31.89,19.13
09/02/2011,31.96,19.24
10/02/2011,31.90,19.09
11/02/2011,31.91,19.14
14/02/2011,32.01,19.18
15/02/2011,31.73,19.00
16/02/2011,31.75,18.99
17/02/2011,31.45,18.91
18/02/2011,31.14,18.71
21/02/2011,31.31,18.77
22/02/2011,31.27,18.69
23/02/2011,31.32,18.70
24/02/2011,31.19,18.74
25/02/2011,31.03,18.65
28/02/2011,31.02,18.65
01/03/2011,31.22,18.76
02/03/2011,30.96,18.65
03/03/2011,31.27,18.93
04/03/2011,31.30,19.03
09/03/2011,31.39,18.94
10/03/2011,31.22,18.79
11/03/2011,31.37,18.83
14/03/2011,31.39,18.89
15/03/2011,31.75,19.04
16/03/2011,31.88,19.04
17/03/2011,31.72,18.82
18/03/2011,31.85,19.07
21/03/2011,31.86,19.11
22/03/2011,31.76,19.10
23/03/2011,31.75,19.11
24/03/2011,31.66,19.10
25/03/2011,31.51,18.98
28/03/2011,31.52,18.96
29/03/2011,30.98,18.73
30/03/2011,30.91,18.98
31/03/2011,30.88,18.93
01/04/2011,30.78,19.10
04/04/2011,30.80,19.14
05/04/2011,30.53,18.97
06/04/2011,30.15,18.68
07/04/2011,30.24,19.09
08/04/2011,30.38,19.30
11/04/2011,30.44,19.26
12/04/2011,30.36,19.06
13/04/2011,30.15,18.95
14/04/2011,30.15,19.09
15/04/2011,30.10,19.07
18/04/2011,29.95,18.84
19/04/2011,29.49,18.71
20/04/2011,29.25,18.62
25/04/2011,29.51,18.76
26/04/2011,29.44,18.82
27/04/2011,28.84,18.36
28/04/2011,29.00,18.32
29/04/2011,29.27,18.61
02/05/2011,28.61,18.15
03/05/2011,28.62,18.01
04/05/2011,28.38,17.68
05/05/2011,28.44,17.50
06/05/2011,28.20,17.44
09/05/2011,28.19,17.40
10/05/2011,28.28,17.62
11/05/2011,28.16,17.38
12/05/2011,28.06,17.29
13/05/2011,28.14,17.23
16/05/2011,28.42,17.41
17/05/2011,28.66,17.67
18/05/2011,28.45,17.65
19/05/2011,28.61,17.69
20/05/2011,28.51,17.65
23/05/2011,28.88,17.69
24/05/2011,29.19,17.98
25/05/2011,29.27,17.97
26/05/2011,29.22,18.07
27/05/2011,29.57,18.47
30/05/2011,29.51,18.53
31/05/2011,29.80,18.86
01/06/2011,29.89,18.73
02/06/2011,30.25,19.17
03/06/2011,30.30,19.23
06/06/2011,30.65,19.36
07/06/2011,30.87,19.56
08/06/2011,31.02,19.59
09/06/2011,31.24,19.66
10/06/2011,31.33,19.62
13/06/2011,31.19,19.64
14/06/2011,31.22,19.73
15/06/2011,31.37,19.60
16/06/2011,31.20,19.38
17/06/2011,31.21,19.55
20/06/2011,31.01,19.44
21/06/2011,30.72,19.34
22/06/2011,30.43,19.15
24/06/2011,30.55,19.04
27/06/2011,30.23,18.94
28/06/2011,30.02,19.02
29/06/2011,30.33,19.29
30/06/2011,30.64,19.62
01/07/2011,31.08,19.96
04/07/2011,30.73,19.79
05/07/2011,30.92,19.76
06/07/2011,30.98,19.75
07/07/2011,30.86,19.84
08/07/2011,30.67,19.61
11/07/2011,30.30,19.16
12/07/2011,30.31,19.17
13/07/2011,30.23,19.19
14/07/2011,29.85,18.92
15/07/2011,29.97,19.03
18/07/2011,29.86,18.91
19/07/2011,29.71,18.96
20/07/2011,30.08,19.28
21/07/2011,30.13,19.38
22/07/2011,30.30,19.49
25/07/2011,30.14,19.53
26/07/2011,30.06,19.57
27/07/2011,30.13,19.33
28/07/2011,30.00,19.12
29/07/2011,30.17,19.42
01/08/2011,29.92,19.16
02/08/2011,30.00,19.14
03/08/2011,30.23,19.35
04/08/2011,30.14,19.05
05/08/2011,30.11,18.99
08/08/2011,30.18,18.72
09/08/2011,30.20,18.77
10/08/2011,30.13,18.63
11/08/2011,30.00,18.56
12/08/2011,29.88,18.53
15/08/2011,30.05,18.90
16/08/2011,30.11,18.94
17/08/2011,30.30,19.14
18/08/2011,30.06,18.76
19/08/2011,30.01,18.77
22/08/2011,30.02,18.73
23/08/2011,30.04,18.77
24/08/2011,30.10,18.70
25/08/2011,30.34,18.84
26/08/2011,30.55,19.04
29/08/2011,30.48,19.15
30/08/2011,30.75,19.36
31/08/2011,31.01,19.46
01/09/2011,31.17,19.36
02/09/2011,31.25,19.10
05/09/2011,31.33,18.98
06/09/2011,31.54,18.96
08/09/2011,31.61,19.07
09/09/2011,31.67,18.84
12/09/2011,31.72,18.49
13/09/2011,31.54,18.41
14/09/2011,31.83,18.51
15/09/2011,31.95,18.70
16/09/2011,32.35,18.70
19/09/2011,32.13,18.11
20/09/2011,32.40,18.06
21/09/2011,32.24,17.48
22/09/2011,32.47,17.03
23/09/2011,32.27,17.52
26/09/2011,32.36,17.65
27/09/2011,32.40,17.91
28/09/2011,32.33,17.69
29/09/2011,31.99,17.27
30/09/2011,31.75,16.89
03/10/2011,31.74,16.79
04/10/2011,31.62,16.74
05/10/2011,31.51,17.16
06/10/2011,31.04,17.37
07/10/2011,31.37,17.76
10/10/2011,31.41,17.75
11/10/2011,31.25,17.78
13/10/2011,30.97,17.69
14/10/2011,30.78,17.77
17/10/2011,29.97,16.99
18/10/2011,29.92,16.99
19/10/2011,29.89,16.85
20/10/2011,29.64,16.53
21/10/2011,29.89,16.79
24/10/2011,30.12,17.18
25/10/2011,30.52,17.30
26/10/2011,30.76,17.46
27/10/2011,30.76,18.05
28/10/2011,30.74,18.30
31/10/2011,31.08,18.34
01/11/2011,30.79,17.80
03/11/2011,30.75,17.66
04/11/2011,31.06,17.86
07/11/2011,31.09,17.76
08/11/2011,31.27,17.95
09/11/2011,31.18,17.67
10/11/2011,31.12,17.67
11/11/2011,30.85,17.69
14/11/2011,30.87,17.49
16/11/2011,30.68,17.31
17/11/2011,30.17,16.95
18/11/2011,29.99,16.82
21/11/2011,29.78,16.49
22/11/2011,29.00,16.06
23/11/2011,28.77,15.44
24/11/2011,28.04,14.85
25/11/2011,27.40,14.54
28/11/2011,27.27,14.69
29/11/2011,28.23,15.29
30/11/2011,27.91,15.43
01/12/2011,27.83,15.44
02/12/2011,27.45,15.32
05/12/2011,27.27,15.25
06/12/2011,27.61,15.38
07/12/2011,27.62,15.42
08/12/2011,27.26,15.01
09/12/2011,27.07,14.99
12/12/2011,27.04,14.67
13/12/2011,27.14,14.64
14/12/2011,27.66,14.76
15/12/2011,27.78,14.93
16/12/2011,28.04,15.11
19/12/2011,28.43,15.22
20/12/2011,28.52,15.48
21/12/2011,28.80,15.52
22/12/2011,29.12,15.72
23/12/2011,29.12,15.66
26/12/2011,28.87,15.53
27/12/2011,29.69,15.95
28/12/2011,29.69,15.84
29/12/2011,29.87,15.98
02/01/2012,29.87,15.97
03/01/2012,30.32,16.57
04/01/2012,30.64,16.75
05/01/2012,30.95,16.84
06/01/2012,30.93,16.68
09/01/2012,30.93,16.83
10/01/2012,31.15,17.28
11/01/2012,31.36,17.41
12/01/2012,31.49,17.64
13/01/2012,31.53,17.59
16/01/2012,31.43,17.61
17/01/2012,31.31,17.62
18/01/2012,31.19,17.67
19/01/2012,31.21,17.67
20/01/2012,31.39,17.85
23/01/2012,31.21,17.84
24/01/2012,31.37,17.87
